Order ID,Region,Country,City,Sales Representative,Customer Name,Customer Type,Sales Channel,Order Priority,Order Date,Ship Date,Item Category,Sub-Category,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit,Discount Applied (%),Tax (8%),Payment Method,Order Status,Shipping Carrier,Customer Segment
2000723,Asia-Pacific,South Korea,Suwon,Joseph Jones,John Ramirez,Consumer,Retail,Critical,2023-07-09 00:00:00,2023-07-13 00:00:00,Toys,Puzzles,241,592.37,304.55,142761.17,73396.55,69364.62,10,11420.89,PayPal,Processing,UPS,SME
2000724,Asia-Pacific,China,Shenzhen,Nancy Gonzalez,Nancy Martin,Consumer,Retail,High,2022-10-31 00:00:00,2022-11-08 00:00:00,Home Appliances,Washers,49,47.04,35.09,2304.96,1719.41,585.55,11,184.4,Direct Debit,Cancelled,FedEx,Individual
2000725,Europe,Italy,Rome,Karen Ramirez,Thomas Sanchez,Consumer,Partner,Medium,2023-03-19 00:00:00,2023-03-26 00:00:00,Home Appliances,Blenders,31,592.2,396.29,18358.2,12284.99,6073.21,6,1468.66,PayPal,Cancelled,UPS,Enterprise
2000726,Latin America,Argentina,Córdoba,Linda Martin,Joshua Rodriguez,Consumer,Retail,Low,2023-05-12 00:00:00,2023-05-19 00:00:00,Furniture,Beds,267,160.26,108.37,42789.42,28934.79,13854.63,11,3423.15,Credit Card,Processing,DHL,Enterprise
2000727,Europe,France,Marseille,Donald Ramirez,Mary Rodriguez,Home Office,Online,Medium,2023-08-10 00:00:00,2023-08-13 00:00:00,Furniture,Beds,62,315.3,205.01,19548.6,12710.62,6837.98,14,1563.89,Credit Card,Completed,FedEx,SME
2000728,Latin America,Brazil,Fortaleza,Anthony Thompson,Robert Anderson,Home Office,Partner,Critical,2023-12-25 00:00:00,2024-01-01 00:00:00,Furniture,Sofas,127,189.78,110.14,24102.06,13987.78,10114.28,10,1928.16,Wire Transfer,Returned,Local Courier,SME
2000729,Middle East & Africa,South Africa,Polokwane,Jennifer Perez,Nancy Hernandez,Home Office,Partner,High,2022-09-30 00:00:00,2022-10-07 00:00:00,Office Supplies,Binders,347,463.15,268.15,160713.05,93048.05,67665.0,7,12857.04,Wire Transfer,Completed,Local Courier,SME
2000730,North America,USA,Houston,Matthew Garcia,Kimberly Harris,Corporate,Retail,Medium,2022-04-04 00:00:00,2022-04-13 00:00:00,Toys,Dolls,114,222.75,147.12,25393.5,16771.68,8621.82,20,2031.48,Credit Card,Returned,UPS,Enterprise
2000731,Middle East & Africa,South Africa,Nelspruit,Joshua Moore,Karen Miller,Home Office,Offline,Critical,2022-04-13 00:00:00,2022-04-21 00:00:00,Electronics,Laptops,258,1166.3,788.65,300905.4,203471.7,97433.7,11,24072.43,Wire Transfer,Processing,UPS,Individual
2000732,North America,USA,Phoenix,Christopher Anderson,Jessica Lopez,Home Office,Partner,Critical,2023-12-05 00:00:00,2023-12-11 00:00:00,Toys,Puzzles,128,206.97,148.49,26492.16,19006.72,7485.44,6,2119.37,PayPal,Completed,Local Courier,SME
2000733,Europe,Spain,Valencia,Thomas Clark,Anthony Miller,Consumer,Partner,Critical,2023-11-07 00:00:00,2023-11-13 00:00:00,Home Appliances,Washers,381,1167.31,836.09,444745.11,318550.29,126194.82,0,35579.61,Wire Transfer,Cancelled,Local Courier,Individual
2000734,Asia-Pacific,India,Kolkata,Paul Lopez,Kimberly Perez,Home Office,Partner,Low,2022-08-01 00:00:00,2022-08-09 00:00:00,Home Appliances,Fridges,97,56.77,33.79,5506.69,3277.63,2229.06,12,440.54,Wire Transfer,Cancelled,FedEx,Individual
2000735,North America,USA,Philadelphia,Christopher Anderson,Michael Williams,Consumer,Retail,High,2022-02-06 00:00:00,2022-02-12 00:00:00,Toys,Puzzles,316,95.33,69.66,30124.28,22012.56,8111.72,0,2409.94,Credit Card,Returned,DHL,Individual
2000736,Middle East & Africa,South Africa,Johannesburg,Emily Thompson,Nancy Jones,Home Office,Offline,High,2023-02-18 00:00:00,2023-02-28 00:00:00,Office Supplies,Envelopes,88,637.37,436.11,56088.56,38377.68,17710.88,7,4487.08,PayPal,Processing,DHL,Individual
2000737,North America,Canada,Toronto,Emily Thompson,Charles Lee,Consumer,Offline,Medium,2022-01-18 00:00:00,2022-01-19 00:00:00,Office Supplies,Envelopes,293,325.78,179.4,95453.54,52564.2,42889.34,20,7636.28,PayPal,Processing,UPS,SME
2000738,Asia-Pacific,Japan,Saitama,Paul Lopez,William Ramirez,Home Office,Retail,Low,2023-06-19 00:00:00,2023-06-21 00:00:00,Clothing,Jackets,280,786.17,413.1,220127.6,115668.0,104459.6,3,17610.21,Credit Card,Completed,UPS,SME
2000739,Europe,Germany,Cologne,Donald Ramirez,Elizabeth Thompson,Corporate,Online,Critical,2022-05-26 00:00:00,2022-05-30 00:00:00,Furniture,Beds,270,302.66,191.03,81718.2,51578.1,30140.1,1,6537.46,Credit Card,Cancelled,UPS,Individual
2000740,Middle East & Africa,UAE,Abu Dhabi,Charles Johnson,Michael Taylor,Consumer,Partner,High,2022-07-06 00:00:00,2022-07-13 00:00:00,Electronics,Smartphones,341,230.13,123.53,78474.33,42123.73,36350.6,13,6277.95,Credit Card,Cancelled,UPS,Enterprise
2000741,Middle East & Africa,Saudi Arabia,Buraidah,Charles Johnson,Matthew Johnson,Corporate,Offline,Medium,2022-11-09 00:00:00,2022-11-13 00:00:00,Toys,Board Games,45,844.38,613.8,37997.1,27621.0,10376.1,13,3039.77,Wire Transfer,Completed,FedEx,Enterprise
2000742,North America,Mexico,Puebla,Matthew Garcia,Elizabeth Johnson,Consumer,Partner,Critical,2022-07-27 00:00:00,2022-07-31 00:00:00,Office Supplies,Pens,213,200.46,100.29,42697.98,21361.77,21336.21,17,3415.84,Wire Transfer,Completed,Local Courier,SME
2000743,Asia-Pacific,India,Bangalore,Karen Jones,Michael Jones,Home Office,Online,Critical,2023-01-01 00:00:00,2023-01-06 00:00:00,Home Appliances,Washers,393,441.18,314.57,173383.74,123626.01,49757.73,19,13870.7,Credit Card,Processing,FedEx,SME
2000744,Middle East & Africa,South Africa,Cape Town,Joshua Moore,Richard Moore,Consumer,Retail,Critical,2023-04-23 00:00:00,2023-04-28 00:00:00,Home Appliances,Fridges,118,231.0,170.38,27258.0,20104.84,7153.16,0,2180.64,Wire Transfer,Completed,Local Courier,Individual
2000745,Europe,Germany,Frankfurt,Thomas Clark,David Brown,Corporate,Online,Low,2023-03-15 00:00:00,2023-03-22 00:00:00,Furniture,Beds,62,1015.09,601.39,62935.58,37286.18,25649.4,16,5034.85,Direct Debit,Processing,FedEx,Individual
2000746,Middle East & Africa,Saudi Arabia,Khobar,Joshua Moore,Robert Sanchez,Corporate,Online,Low,2023-04-28 00:00:00,2023-05-04 00:00:00,Toys,Puzzles,376,512.12,294.82,192557.12,110852.32,81704.8,8,15404.57,Wire Transfer,Completed,FedEx,Enterprise
2000747,Latin America,Colombia,Bogotá,Anthony Thompson,Charles Clark,Consumer,Offline,Medium,2023-11-24 00:00:00,2023-12-04 00:00:00,Home Appliances,Fridges,19,861.47,528.09,16367.93,10033.71,6334.22,17,1309.43,Wire Transfer,Processing,Local Courier,SME
2000748,Asia-Pacific,Australia,Sydney,Nancy Gonzalez,Thomas Garcia,Corporate,Online,Low,2022-08-29 00:00:00,2022-09-03 00:00:00,Electronics,Cameras,181,713.92,516.9,129219.52,93558.9,35660.62,4,10337.56,Direct Debit,Completed,FedEx,SME
2000749,Middle East & Africa,UAE,Sharjah,Joshua Moore,Donald Smith,Corporate,Online,Low,2022-02-04 00:00:00,2022-02-06 00:00:00,Furniture,Beds,239,482.9,314.32,115413.1,75122.48,40290.62,6,9233.05,PayPal,Completed,UPS,Individual
2000750,Asia-Pacific,China,Chengdu,James Taylor,Susan Lopez,Consumer,Retail,Low,2022-08-22 00:00:00,2022-08-23 00:00:00,Clothing,Shoes,211,264.77,164.57,55866.47,34724.27,21142.2,4,4469.32,Credit Card,Completed,Local Courier,Enterprise
2000751,Latin America,Brazil,Belo Horizonte,Anthony Thompson,Kimberly Ramirez,Corporate,Partner,Critical,2023-03-09 00:00:00,2023-03-11 00:00:00,Home Appliances,Microwaves,378,518.27,276.52,195906.06,104524.56,91381.5,8,15672.48,Direct Debit,Completed,FedEx,Enterprise
2000752,Europe,Italy,Milan,Donald Ramirez,Nancy Davis,Corporate,Partner,Medium,2023-05-13 00:00:00,2023-05-17 00:00:00,Electronics,Smartphones,301,1014.32,740.27,305310.32,222821.27,82489.05,15,24424.83,Direct Debit,Returned,Local Courier,SME
2000753,Latin America,Colombia,Medellín,Kimberly Smith,Joshua Thompson,Home Office,Offline,Critical,2023-11-30 00:00:00,2023-12-01 00:00:00,Furniture,Sofas,231,949.09,502.72,219239.79,116128.32,103111.47,18,17539.18,PayPal,Completed,Local Courier,Individual
2000754,Latin America,Chile,La Serena,Anthony Thompson,John Thomas,Consumer,Retail,Critical,2022-05-29 00:00:00,2022-06-05 00:00:00,Electronics,Smartphones,27,931.24,546.69,25143.48,14760.63,10382.85,6,2011.48,Direct Debit,Completed,UPS,Enterprise
2000755,Europe,Germany,Essen,Karen Ramirez,Linda Davis,Corporate,Offline,Medium,2023-07-08 00:00:00,2023-07-11 00:00:00,Toys,Dolls,35,314.84,159.96,11019.4,5598.6,5420.8,19,881.55,Wire Transfer,Completed,UPS,Enterprise
2000756,North America,Canada,Vancouver,Christopher Anderson,Jennifer Miller,Corporate,Retail,Critical,2023-08-01 00:00:00,2023-08-09 00:00:00,Home Appliances,Blenders,127,575.77,423.04,73122.79,53726.08,19396.71,4,5849.82,Wire Transfer,Processing,FedEx,SME
2000757,Europe,France,Lyon,Thomas Clark,David Perez,Consumer,Retail,Low,2023-01-29 00:00:00,2023-02-08 00:00:00,Clothing,Jackets,159,560.01,296.59,89041.59,47157.81,41883.78,17,7123.33,Direct Debit,Completed,DHL,Enterprise
2000758,Asia-Pacific,South Korea,Ulsan,Joseph Jones,Charles Ramirez,Home Office,Retail,Low,2023-06-04 00:00:00,2023-06-05 00:00:00,Toys,Action Figures,149,571.06,320.17,85087.94,47705.33,37382.61,17,6807.04,Credit Card,Returned,DHL,Individual
2000759,Asia-Pacific,India,Surat,James Taylor,Sarah Johnson,Corporate,Retail,Low,2023-10-07 00:00:00,2023-10-08 00:00:00,Clothing,Jeans,275,1170.59,636.15,321912.25,174941.25,146971.0,8,25752.98,PayPal,Returned,DHL,Individual
2000760,Latin America,Brazil,Manaus,Linda Martin,Sarah Lopez,Consumer,Online,High,2022-05-08 00:00:00,2022-05-14 00:00:00,Toys,Puzzles,289,578.05,393.75,167056.45,113793.75,53262.7,18,13364.52,Credit Card,Processing,Local Courier,Enterprise
2000761,Middle East & Africa,Egypt,Cairo,Jennifer Perez,Sarah Perez,Corporate,Offline,Medium,2023-02-12 00:00:00,2023-02-21 00:00:00,Office Supplies,Pens,162,862.3,534.89,139692.6,86652.18,53040.42,1,11175.41,Wire Transfer,Cancelled,FedEx,SME
2000762,Europe,Germany,Stuttgart,Thomas Clark,Andrew Clark,Corporate,Partner,Medium,2023-05-19 00:00:00,2023-05-26 00:00:00,Clothing,Shoes,269,764.53,509.99,205658.57,137187.31,68471.26,14,16452.69,PayPal,Returned,FedEx,SME
2000763,Asia-Pacific,South Korea,Yongin,Karen Jones,Kimberly Johnson,Corporate,Partner,Medium,2022-09-20 00:00:00,2022-09-26 00:00:00,Office Supplies,Pens,251,1066.9,541.11,267791.9,135818.61,131973.29,15,21423.35,Wire Transfer,Processing,DHL,Enterprise
2000764,Asia-Pacific,Japan,Tokyo,Karen Jones,Paul Sanchez,Corporate,Online,Medium,2022-01-24 00:00:00,2022-01-27 00:00:00,Home Appliances,Washers,334,303.99,216.74,101532.66,72391.16,29141.5,11,8122.61,PayPal,Returned,Local Courier,Individual
2000765,Europe,Italy,Genoa,James Clark,David Perez,Home Office,Retail,Medium,2023-10-07 00:00:00,2023-10-14 00:00:00,Home Appliances,Blenders,150,507.72,318.92,76158.0,47838.0,28320.0,2,6092.64,Credit Card,Processing,UPS,Enterprise
2000766,Latin America,Chile,Antofagasta,James Robinson,Joshua White,Home Office,Offline,High,2023-01-27 00:00:00,2023-02-01 00:00:00,Electronics,Cameras,109,57.46,34.53,6263.14,3763.77,2499.37,5,501.05,PayPal,Returned,Local Courier,Enterprise
2000767,North America,USA,San Antonio,Emily Thompson,Anthony Hernandez,Home Office,Offline,Medium,2023-11-09 00:00:00,2023-11-10 00:00:00,Toys,Board Games,201,951.92,668.54,191335.92,134376.54,56959.38,13,15306.87,PayPal,Completed,FedEx,SME
2000768,Latin America,Chile,Temuco,James Robinson,John Robinson,Home Office,Online,Medium,2023-02-15 00:00:00,2023-02-17 00:00:00,Clothing,Jackets,178,965.64,710.97,171883.92,126552.66,45331.26,10,13750.71,PayPal,Completed,FedEx,Individual
2000769,Middle East & Africa,South Africa,Durban,Charles Johnson,Nancy Lopez,Consumer,Online,Low,2022-01-03 00:00:00,2022-01-11 00:00:00,Office Supplies,Envelopes,14,497.23,315.55,6961.22,4417.7,2543.52,16,556.9,Credit Card,Processing,UPS,Enterprise
2000770,Asia-Pacific,China,Wuhan,James Taylor,Michael Anderson,Corporate,Offline,High,2023-08-04 00:00:00,2023-08-12 00:00:00,Toys,Board Games,307,94.32,69.34,28956.24,21287.38,7668.86,3,2316.5,PayPal,Returned,UPS,Individual
2000771,Europe,Spain,Seville,James Clark,Thomas Taylor,Consumer,Partner,Low,2023-12-22 00:00:00,2023-12-23 00:00:00,Office Supplies,Binders,77,267.24,180.2,20577.48,13875.4,6702.08,11,1646.2,Direct Debit,Returned,Local Courier,Enterprise
2000772,Latin America,Argentina,Rosario,Linda Martin,John Williams,Home Office,Partner,Low,2023-08-15 00:00:00,2023-08-19 00:00:00,Clothing,Jackets,352,968.64,566.4,340961.28,199372.8,141588.48,8,27276.9,Direct Debit,Processing,UPS,Enterprise
2000773,Latin America,Colombia,Cali,James Robinson,Barbara Sanchez,Home Office,Partner,Low,2022-09-12 00:00:00,2022-09-13 00:00:00,Office Supplies,Pens,301,848.06,505.21,255266.06,152068.21,103197.85,11,20421.28,Wire Transfer,Returned,DHL,SME
2000774,North America,USA,San Diego,Robert Thompson,Michelle Robinson,Corporate,Offline,Medium,2022-07-26 00:00:00,2022-08-01 00:00:00,Office Supplies,Envelopes,301,120.8,80.13,36360.8,24119.13,12241.67,12,2908.86,Credit Card,Returned,FedEx,Individual
2000775,Europe,Germany,Düsseldorf,Karen Ramirez,Mark Sanchez,Home Office,Online,Critical,2023-05-18 00:00:00,2023-05-21 00:00:00,Home Appliances,Washers,145,1087.51,667.6,157688.95,96802.0,60886.95,5,12615.12,Credit Card,Processing,UPS,Enterprise
2000776,Europe,Spain,Zaragoza,James Clark,Jennifer Moore,Home Office,Offline,Medium,2022-03-11 00:00:00,2022-03-18 00:00:00,Electronics,Smartphones,106,98.76,73.98,10468.56,7841.88,2626.68,19,837.48,Direct Debit,Completed,DHL,Individual
2000777,Middle East & Africa,South Africa,Pretoria,Charles Johnson,Carol Clark,Corporate,Offline,Low,2022-07-10 00:00:00,2022-07-19 00:00:00,Furniture,Chairs,55,1120.56,654.59,61630.8,36002.45,25628.35,5,4930.46,PayPal,Completed,DHL,SME
2000778,Latin America,Argentina,Salta,Kimberly Smith,Margaret Lee,Home Office,Retail,Medium,2023-01-05 00:00:00,2023-01-13 00:00:00,Electronics,Smartphones,172,97.9,49.55,16838.8,8522.6,8316.2,11,1347.1,Wire Transfer,Cancelled,UPS,Enterprise
2000779,North America,Canada,Montreal,Robert Thompson,Margaret Sanchez,Home Office,Offline,High,2023-01-21 00:00:00,2023-01-29 00:00:00,Toys,Dolls,176,798.03,425.32,140453.28,74856.32,65596.96,8,11236.26,Credit Card,Completed,UPS,Individual
2000780,Latin America,Brazil,Curitiba,Elizabeth Johnson,Karen Garcia,Home Office,Offline,High,2023-06-06 00:00:00,2023-06-16 00:00:00,Home Appliances,Microwaves,5,257.29,161.87,1286.45,809.35,477.1,9,102.92,Credit Card,Completed,UPS,SME
2000781,North America,Mexico,Toluca,Barbara Thompson,Ashley Lopez,Corporate,Retail,Medium,2022-03-31 00:00:00,2022-04-04 00:00:00,Office Supplies,Pens,1,121.86,61.48,121.86,61.48,60.38,20,9.75,Direct Debit,Cancelled,DHL,Individual
2000782,Latin America,Colombia,Barranquilla,Anthony Thompson,Paul Clark,Home Office,Partner,Low,2023-05-10 00:00:00,2023-05-17 00:00:00,Toys,Puzzles,199,523.35,384.83,104146.65,76581.17,27565.48,14,8331.73,Direct Debit,Returned,FedEx,Enterprise
2000783,North America,Mexico,Tijuana,Barbara Thompson,Susan Brown,Consumer,Partner,High,2022-06-04 00:00:00,2022-06-09 00:00:00,Office Supplies,Paper,91,556.56,394.34,50646.96,35884.94,14762.02,4,4051.76,Direct Debit,Cancelled,Local Courier,Enterprise
2000784,Middle East & Africa,Saudi Arabia,Riyadh,Charles Johnson,James Hernandez,Consumer,Retail,Critical,2023-10-10 00:00:00,2023-10-12 00:00:00,Toys,Puzzles,101,767.83,532.8,77550.83,53812.8,23738.03,0,6204.07,Direct Debit,Processing,DHL,SME
2000785,Middle East & Africa,Saudi Arabia,Jeddah,Charles Johnson,Joshua Lopez,Corporate,Retail,Low,2022-06-05 00:00:00,2022-06-14 00:00:00,Furniture,Sofas,257,225.62,157.53,57984.34,40485.21,17499.13,11,4638.75,Direct Debit,Returned,Local Courier,Individual
2000786,North America,Canada,Calgary,Christopher Anderson,Emily Davis,Consumer,Retail,Low,2023-12-29 00:00:00,2024-01-06 00:00:00,Clothing,Jeans,16,782.88,458.72,12526.08,7339.52,5186.56,18,1002.09,PayPal,Processing,FedEx,Enterprise
2000787,Europe,Italy,Naples,Donald Ramirez,Charles Brown,Corporate,Offline,High,2022-11-10 00:00:00,2022-11-17 00:00:00,Office Supplies,Pens,69,458.69,283.59,31649.61,19567.71,12081.9,14,2531.97,Credit Card,Completed,FedEx,SME
2000788,North America,Mexico,Mexico City,Emily Thompson,Robert White,Consumer,Online,Critical,2023-01-30 00:00:00,2023-02-07 00:00:00,Furniture,Beds,221,320.55,173.13,70841.55,38261.73,32579.82,0,5667.32,Credit Card,Cancelled,Local Courier,Individual
2000789,Middle East & Africa,UAE,Al Ain,Joshua Moore,Patricia Jones,Home Office,Retail,Low,2023-11-21 00:00:00,2023-11-23 00:00:00,Furniture,Tables,161,48.55,32.1,7816.55,5168.1,2648.45,13,625.32,Direct Debit,Processing,Local Courier,Enterprise
2000790,Europe,Germany,Dortmund,James Clark,Jennifer Taylor,Corporate,Partner,Medium,2022-05-23 00:00:00,2022-05-30 00:00:00,Furniture,Chairs,41,1158.85,661.25,47512.85,27111.25,20401.6,9,3801.03,Wire Transfer,Returned,FedEx,SME
2000791,Europe,France,Toulouse,Donald Ramirez,Emily Thompson,Home Office,Partner,Low,2023-04-24 00:00:00,2023-05-04 00:00:00,Clothing,Shirts,244,790.66,578.41,192921.04,141132.04,51789.0,15,15433.68,Wire Transfer,Returned,DHL,Enterprise
2000792,Middle East & Africa,UAE,Ajman,Andrew Hernandez,Patricia Lee,Consumer,Online,High,2023-12-01 00:00:00,2023-12-11 00:00:00,Office Supplies,Pens,104,821.88,547.42,85475.52,56931.68,28543.84,14,6838.04,Direct Debit,Returned,Local Courier,SME
2000793,Middle East & Africa,Egypt,Alexandria,Joshua Moore,Donna Lewis,Consumer,Partner,High,2023-12-18 00:00:00,2023-12-24 00:00:00,Home Appliances,Microwaves,171,1100.58,635.06,188199.18,108595.26,79603.92,7,15055.93,PayPal,Cancelled,UPS,SME
2000794,Middle East & Africa,UAE,Ras Al Khaimah,Emily Thompson,Anthony Miller,Home Office,Offline,Medium,2022-07-06 00:00:00,2022-07-15 00:00:00,Furniture,Chairs,30,705.96,435.09,21178.8,13052.7,8126.1,12,1694.3,PayPal,Cancelled,FedEx,SME
2000795,Europe,France,Nice,Thomas Clark,Donald Lee,Home Office,Online,High,2022-06-02 00:00:00,2022-06-11 00:00:00,Electronics,Smartphones,308,140.63,71.38,43314.04,21985.04,21329.0,6,3465.12,Wire Transfer,Cancelled,FedEx,Individual
2000796,Asia-Pacific,Australia,Melbourne,Nancy Gonzalez,David Taylor,Home Office,Partner,Critical,2023-11-09 00:00:00,2023-11-12 00:00:00,Electronics,Laptops,114,492.76,282.51,56174.64,32206.14,23968.5,2,4493.97,Credit Card,Cancelled,UPS,Enterprise
2000797,North America,Canada,Ottawa,Robert Thompson,Robert Davis,Home Office,Retail,Critical,2022-09-09 00:00:00,2022-09-14 00:00:00,Home Appliances,Fridges,168,630.78,361.39,105971.04,60713.52,45257.52,16,8477.68,Direct Debit,Cancelled,FedEx,SME
2000798,Europe,Italy,Turin,James Clark,Christopher Ramirez,Corporate,Offline,Low,2022-10-02 00:00:00,2022-10-08 00:00:00,Electronics,Laptops,31,795.0,537.86,24645.0,16673.66,7971.34,6,1971.6,Credit Card,Processing,DHL,Individual
2000799,Asia-Pacific,India,Pune,Paul Lopez,Michael Jones,Home Office,Online,Medium,2023-12-10 00:00:00,2023-12-17 00:00:00,Home Appliances,Microwaves,151,931.34,596.64,140632.34,90092.64,50539.7,0,11250.59,Credit Card,Cancelled,FedEx,Individual
2000800,Latin America,Chile,Iquique,James Robinson,Mary Smith,Consumer,Online,Low,2022-05-20 00:00:00,2022-05-21 00:00:00,Electronics,Cameras,199,519.88,351.19,103456.12,69886.81,33569.31,4,8276.49,Direct Debit,Cancelled,Local Courier,Enterprise
2000801,North America,Mexico,León,Christopher Anderson,Emily Martin,Home Office,Offline,Critical,2023-06-03 00:00:00,2023-06-04 00:00:00,Furniture,Chairs,257,1057.13,542.42,271682.41,139401.94,132280.47,7,21734.59,Direct Debit,Returned,DHL,SME
2000802,Middle East & Africa,South Africa,Durban,Charles Johnson,Sarah Martinez,Consumer,Online,High,2023-07-02 00:00:00,2023-07-03 00:00:00,Electronics,Tablets,322,879.81,592.69,283298.82,190846.18,92452.64,7,22663.91,Direct Debit,Processing,UPS,Enterprise
2000803,Middle East & Africa,Egypt,Giza,Emily Thompson,Paul Davis,Corporate,Partner,High,2022-01-29 00:00:00,2022-02-03 00:00:00,Electronics,Laptops,60,1171.42,608.86,70285.2,36531.6,33753.6,6,5622.82,Wire Transfer,Processing,UPS,SME
2000804,Middle East & Africa,UAE,Fujairah,Jennifer Perez,Jessica Lee,Corporate,Offline,Low,2022-01-26 00:00:00,2022-01-31 00:00:00,Toys,Board Games,358,518.02,306.78,185451.16,109827.24,75623.92,8,14836.09,Direct Debit,Processing,FedEx,Enterprise
2000805,Asia-Pacific,Australia,Brisbane,Paul Lopez,John Jones,Consumer,Online,Medium,2022-04-28 00:00:00,2022-04-30 00:00:00,Furniture,Tables,326,257.37,153.16,83902.62,49930.16,33972.46,12,6712.21,Wire Transfer,Processing,FedEx,Enterprise
2000806,Latin America,Colombia,Cartagena,Elizabeth Johnson,Steven Harris,Corporate,Offline,Medium,2023-10-10 00:00:00,2023-10-20 00:00:00,Furniture,Beds,96,424.57,260.13,40758.72,24972.48,15786.24,2,3260.7,PayPal,Returned,DHL,Enterprise
2000807,Asia-Pacific,China,Hangzhou,James Taylor,Thomas Anderson,Consumer,Online,Low,2022-12-21 00:00:00,2022-12-23 00:00:00,Electronics,Laptops,170,344.5,177.57,58565.0,30186.9,28378.1,16,4685.2,PayPal,Cancelled,FedEx,Individual
2000808,Asia-Pacific,Australia,Perth,James Taylor,Margaret Lopez,Corporate,Retail,Medium,2023-08-23 00:00:00,2023-08-27 00:00:00,Office Supplies,Envelopes,141,80.67,41.93,11374.47,5912.13,5462.34,13,909.96,Wire Transfer,Returned,Local Courier,Individual
2000809,Latin America,Argentina,Mendoza,James Robinson,Daniel Anderson,Home Office,Retail,Critical,2022-11-23 00:00:00,2022-11-30 00:00:00,Furniture,Beds,321,1197.86,609.57,384513.06,195671.97,188841.09,16,30761.04,Direct Debit,Processing,Local Courier,Enterprise
2000810,Middle East & Africa,Egypt,Shubra El Kheima,Joshua Moore,Mark White,Consumer,Offline,Low,2023-05-18 00:00:00,2023-05-28 00:00:00,Home Appliances,Fridges,77,687.7,359.22,52952.9,27659.94,25292.96,17,4236.23,PayPal,Returned,UPS,SME
2000811,Asia-Pacific,Australia,Adelaide,Karen Jones,Linda Davis,Consumer,Online,Critical,2022-01-15 00:00:00,2022-01-21 00:00:00,Furniture,Sofas,184,891.96,542.95,164120.64,99902.8,64217.84,12,13129.65,Wire Transfer,Completed,DHL,Individual
2000812,Latin America,Chile,Rancagua,James Robinson,John Williams,Corporate,Offline,High,2022-01-09 00:00:00,2022-01-15 00:00:00,Office Supplies,Pens,240,1062.29,638.76,254949.6,153302.4,101647.2,14,20395.97,PayPal,Returned,Local Courier,SME
2000813,Asia-Pacific,India,Jaipur,Karen Jones,Andrew Harris,Corporate,Online,High,2023-06-23 00:00:00,2023-07-02 00:00:00,Home Appliances,Microwaves,277,75.98,39.33,21046.46,10894.41,10152.05,3,1683.72,PayPal,Completed,UPS,SME
2000814,Europe,Spain,Málaga,Donald Ramirez,Andrew Thomas,Corporate,Online,Low,2023-02-15 00:00:00,2023-02-22 00:00:00,Electronics,Cameras,247,314.75,221.48,77743.25,54705.56,23037.69,17,6219.46,Direct Debit,Cancelled,UPS,Individual
2000815,Middle East & Africa,UAE,Umm Al Quwain,Andrew Hernandez,Michael Miller,Home Office,Partner,Medium,2023-06-07 00:00:00,2023-06-09 00:00:00,Clothing,Jackets,383,1152.99,578.15,441595.17,221431.45,220163.72,14,35327.61,PayPal,Cancelled,DHL,Enterprise
2000816,North America,Canada,Edmonton,Matthew Garcia,Donald Sanchez,Consumer,Partner,High,2023-06-06 00:00:00,2023-06-15 00:00:00,Furniture,Chairs,142,1067.82,584.4,151630.44,82984.8,68645.64,5,12130.44,Wire Transfer,Returned,UPS,Individual
2000817,Latin America,Argentina,La Plata,Elizabeth Johnson,David Miller,Corporate,Online,Critical,2023-05-10 00:00:00,2023-05-20 00:00:00,Electronics,Cameras,328,593.73,338.19,194743.44,110926.32,83817.12,17,15579.48,PayPal,Returned,FedEx,Individual
2000818,Asia-Pacific,Japan,Yokohama,Nancy Gonzalez,Barbara Ramirez,Home Office,Offline,High,2023-01-31 00:00:00,2023-02-04 00:00:00,Electronics,Smartphones,88,558.69,379.88,49164.72,33429.44,15735.28,19,3933.18,Direct Debit,Returned,FedEx,SME
2000819,Latin America,Colombia,Cúcuta,Elizabeth Johnson,Patricia Jones,Consumer,Offline,Critical,2022-03-10 00:00:00,2022-03-13 00:00:00,Electronics,Smartphones,260,867.76,545.02,225617.6,141705.2,83912.4,4,18049.41,Direct Debit,Completed,DHL,SME
2000820,Asia-Pacific,Australia,Gold Coast,Joseph Jones,Thomas Smith,Home Office,Partner,Critical,2023-11-26 00:00:00,2023-12-01 00:00:00,Clothing,Jeans,159,1150.67,643.8,182956.53,102364.2,80592.33,12,14636.52,Wire Transfer,Completed,DHL,SME
2000821,Latin America,Chile,Talca,Kimberly Smith,David Taylor,Home Office,Offline,High,2022-03-15 00:00:00,2022-03-19 00:00:00,Office Supplies,Pens,243,289.81,211.09,70423.83,51294.87,19128.96,3,5633.91,Wire Transfer,Returned,Local Courier,SME
2000822,Latin America,Argentina,San Miguel de Tucumán,Kimberly Smith,Donna Anderson,Home Office,Offline,High,2023-03-01 00:00:00,2023-03-03 00:00:00,Electronics,Cameras,49,874.32,462.91,42841.68,22682.59,20159.09,9,3427.33,Wire Transfer,Processing,FedEx,SME
2000823,Europe,UK,Edinburgh,Thomas Clark,Jennifer Lopez,Corporate,Offline,Low,2023-04-13 00:00:00,2023-04-19 00:00:00,Toys,Action Figures,285,95.15,66.77,27117.75,19029.45,8088.3,18,2169.42,Credit Card,Processing,DHL,Enterprise
